objid,u,g,r,i,z,ra,dec,flags_r,nvote,elliptical,spiralclock,spiralanticlock,edgeon,dontknow,merger
1237659132206841953,17.96392,16.08416,15.20048,14.77955,14.46715,210.411528877979,51.997914274257,6755674587562000,25,0.920000016689301,0,0,0.0399999991059303,0,0.0399999991059303
1237659132211626174,18.90318,17.36574,16.66261,16.28034,16.0076,225.640221404742,47.283428342433,6755674587430928,60,0.416999995708466,0.232999995350838,0,0.232999995350838,0.0329999998211861,0.0829999968409538
1237659132214640659,16.87735,15.70529,15.36836,15.62821,15.42773,233.558940624658,43.2437312139546,24770073097043984,39,0.0260000005364418,0.871999979019165,0,0.0260000005364418,0.0260000005364418,0.0509999990463257
1237659132215034092,18.54288,17.04836,16.30231,15.86497,15.57008,234.537107535571,42.6177283964626,6755674587566096,26,0.0769999995827675,0.731000006198883,0.0379999987781048,0.153999999165535,0,0
1237659132216868895,18.7907,16.78163,15.86287,15.43837,15.11045,238.898592488965,40.0326376708596,6755674587430928,31,0.709999978542328,0,0.0320000015199184,0.160999998450279,0.0970000028610229,0
1237659132216934520,18.12132,16.50346,15.82161,15.42073,15.14446,239.069796941132,39.8607633049618,6755674587430928,38,0.0260000005364418,0.0260000005364418,0.0529999993741512,0,0.0529999993741512,0.842000007629395
1237659132216934549,16.66353,14.83976,14.05457,13.67694,13.39071,238.965312481552,39.7670838131355,6755674587562000,34,0.824000000953674,0.118000000715256,0.0590000003576279,0,0,0
1237659132218048667,18.92133,17.54153,16.76535,16.36949,16.11436,241.432625515667,38.2391375491556,4503874840985672,30,0.767000019550323,0,0.0329999998211861,0.100000001490116,0.0670000016689301,0.0329999998211861
1237659132745547901,17.82649,16.84386,16.42819,16.06683,15.94909,216.998257163865,50.7389235157288,6755674587430928,59,0.441000014543533,0.034000001847744,0.0509999990463257,0.186000004410744,0.270999997854233,0.017000000923872
1237659132746793127,18.39055,17.10158,16.64168,16.3717,16.14711,220.851934316387,49.4453865851638,6755674587430928,54,0.462999999523163,0.185000002384186,0,0.277999997138977,0.0740000009536743,0
1237659132746858575,18.2961,17.00797,16.54001,16.28129,16.20397,221.076025155269,49.4869328208455,6755674587562000,27,0,0,1,0,0,0
1237659132747579584,18.76547,16.73902,15.7936,15.35927,15.02288,223.300699217483,48.5715872729801,6755674587566096,35,0.828999996185303,0,0,0.028999999165535,0.028999999165535,0.114000000059605
1237659132751642713,16.6297,15.53143,15.12964,15.99059,16.66929,234.301751902232,43.3014538894161,4503874773880848,36,0,0.972000002861023,0.0280000008642673,0,0,0
1237659132753870944,16.43641,15.23457,14.79219,14.53874,14.34693,239.497749655242,40.0339967999026,4503874773745680,21,0.0949999988079071,0.904999971389771,0,0,0,0
1237659133279338615,18.49979,17.72768,17.39881,17.26314,17.1604,206.462054060997,53.7807141135717,6755674587430928,35,0.400000005960464,0,0,0.314000010490417,0.256999999284744,0.028999999165535
1237658203979186353,18.85974,16.90576,15.97416,15.57044,15.2377,200.856611498101,48.4741026296747,6755674587430928,35,0.885999977588654,0,0.0570000000298023,0.028999999165535,0.028999999165535,0
1237658204521365732,18.35396,17.18993,16.62214,16.38651,16.1283,217.862292194826,45.0301382365911,6755674587430928,36,0.25,0.0560000017285347,0,0.166999995708466,0.111000001430511,0.416999995708466
1237658613060206733,18.33048,17.33281,17.0547,16.76414,16.65755,188.608343634156,50.0678655378883,6755674587430928,68,0.0439999997615814,0,0.0149999996647239,0.028999999165535,0.131999999284744,0.778999984264374
1237658613060206734,18.84451,17.41612,17.12139,16.81022,16.78064,188.610762977815,50.0682649262193,4503874773745680,28,0.0359999984502792,0,0,0.0710000023245811,0.321000009775162,0.570999979972839
1237659324418555996,15.04553,13.92132,13.37519,13.06721,12.91204,245.467665117681,38.9324613030253,6755674588610576,34,0.028999999165535,0,0.971000015735626,0,0,0
1237659324421177726,18.56325,16.53486,15.42893,14.96527,14.55913,250.31556178601,34.3580601854493,6755674587566096,50,0.540000021457672,0,0.239999994635582,0.0599999986588955,0,0.159999996423721
1237659324956606714,17.01435,15.42107,14.60436,14.20979,13.9406,248.068453254277,37.2338820074618,6755674587566096,40,0.0750000029802322,0,0.0500000007450581,0.025000000372529,0.850000023841858,0
1237661070865793141,18.95215,17.34916,16.47273,16.12593,15.81645,165.920760859669,15.0645338576953,6755674587430928,36,0.25,0.444000005722046,0.0280000008642673,0.222000002861023,0.0560000017285347,0
1237661070868873244,16.94563,15.00348,14.13732,13.70886,13.40363,173.190977670707,15.6779915048624,6755674587430928,27,0.962999999523163,0,0,0.0370000004768372,0,0
1237661070872346722,16.48951,15.28795,14.72934,14.42121,14.14402,181.457684945508,15.9123012808404,6755674587430928,31,0,0.902999997138977,0.0320000015199184,0,0,0.0649999976158142
1237661149767991482,17.69006,16.44041,15.9169,15.6663,15.56858,195.838830852042,48.3308284604802,6773266773606416,66,0.136000007390976,0.0149999996647239,0.0299999993294477,0.802999973297119,0.0149999996647239,0
1237661149768646743,18.75963,17.82683,17.49209,17.40004,17.74723,198.162208793488,48.1550512362965,6755674587430928,70,0.586000025272369,0.0140000004321337,0.0140000004321337,0.200000002980232,0.186000004410744,0
1237661149768908885,18.77456,16.66704,15.79415,15.31066,14.92957,198.907818587654,47.9397111562091,6755674587562000,20,0.150000005960464,0,0.0500000007450581,0.75,0.0500000007450581,0
1237661149771858254,18.69064,17.75067,17.3763,17.27346,17.20959,208.695526353326,46.3347437975693,6755674587566096,37,0,0.0270000007003546,0,0.945999979972839,0.0270000007003546,0
1237661150302896322,18.38979,17.36328,16.81721,16.33768,16.19456,189.129949221989,49.270235686127,6755674587562000,28,0.53600001335144,0.0710000023245811,0.0710000023245811,0.25,0.0710000023245811,0
1237661150305386733,17.75843,16.60559,16.16023,15.91208,15.74577,197.837588706784,48.4693139046034,6755674587430928,28,0.0359999984502792,0.75,0,0.10700000077486,0.0359999984502792,0.0710000023245811
1237661150309777532,18.99594,16.98803,16.0546,15.63306,15.32346,211.907015913046,45.8939611419465,6755674587430928,32,0.437999993562698,0,0.061999998986721,0.25,0.187999993562698,0.061999998986721
1237661150310105133,16.09649,15.02246,14.48552,14.1904,13.95696,213.110490249451,45.6904087067431,4503874773880848,27,0.0370000004768372,0.0370000004768372,0,0,0,0.925999999046326
1237661150310105133,16.09649,15.02246,14.48552,14.1904,13.95696,213.110490249451,45.6904087067431,4503874773880848,34,0.146999999880791,0,0.0590000003576279,0,0.675999999046326,0.118000000715256
1237661150842388621,18.60015,17.27759,16.74278,16.43845,16.23707,198.422271820586,48.92339042424,4503874840854600,25,0.600000023841858,0.0799999982118607,0,0.239999994635582,0.0799999982118607,0
1237661150845730937,18.85964,17.90447,17.57112,17.44314,17.34912,209.447722821179,47.0209985191047,4503874773745664,58,0.654999971389771,0,0.017000000923872,0.189999997615814,0.137999996542931,0
1237661150845993008,18.61538,17.08746,16.3108,15.90385,15.59236,210.159322571723,46.9072855897716,4503874773876736,61,0.196999996900558,0.180000007152557,0.0160000007599592,0.574000000953674,0.0329999998211861,0
